daily pattern
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.00000
0.070
0.379
0.651
0.690
0.551
0.371
0.228
0.143
0.071
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.011
0.053
0.099
0.157
0.238
0.308
0.317
0.214
0.061
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.059
0.261
0.519
0.750
0.814
0.831
0.743
0.561
0.261
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.157
0.497
0.712
0.828
0.867
0.828
0.716
0.519
0.213
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.020
0.107
0.178
0.203
0.193
0.166
0.119
0.075
0.033
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.152
0.497
0.716
0.834
0.874
0.846
0.749
0.570
0.271
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.079
0.363
0.684
0.838
0.879
0.853
0.757
0.579
0.286
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.246
0.585
0.776
0.882
0.900
0.884
0.782
0.598
0.297
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.018
0.106
0.236
0.397
0.565
0.654
0.610
0.450
0.183
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.115
0.307
0.533
0.735
0.803
0.767
0.617
0.349
0.111
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.199
0.521
0.724
0.830
0.869
0.838
0.732
0.530
0.184
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.188
0.515
0.725
0.832
0.869
0.842
0.749
0.575
0.289
0.002
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.218
0.532
0.722
0.826
0.860
0.832
0.737
0.562
0.279
0.002
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.088
0.435
0.711
0.843
0.888
0.872
0.784
0.612
0.323
0.005
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.289
0.608
0.799
0.900
0.900
0.900
0.809
0.626
0.329
0.005
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.293
0.601
0.790
0.894
0.900
0.895
0.796
0.620
0.334
0.007
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.223
0.531
0.716
0.677
0.629
0.679
0.543
0.292
0.088
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.251
0.561
0.753
0.855
0.889
0.859
0.753
0.513
0.202
0.002
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.045
0.161
0.301
0.420
0.470
0.401
0.287
0.180
0.075
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.317
0.597
0.780
0.882
0.900
0.885
0.787
0.612
0.330
0.012
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.309
0.575
0.764
0.865
0.899
0.869
0.772
0.595
0.309
0.010
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.330
0.589
0.767
0.865
0.894
0.864
0.770
0.603
0.336
0.017
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.344
0.595
0.768
0.863
0.890
0.857
0.760
0.589
0.317
0.015
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.141
0.420
0.625
0.690
0.682
0.636
0.510
0.380
0.152
0.005
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.225
0.519
0.713
0.820
0.851
0.808
0.699
0.495
0.195
0.010
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.207
0.482
0.676
0.788
0.827
0.801
0.704
0.526
0.254
0.016
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.261
0.546
0.739
0.851
0.891
0.862
0.765
0.591
0.321
0.031
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.291
0.555
0.733
0.834
0.867
0.837
0.739
0.562
0.289
0.024
0
0
0
0
0
0
0
0
0
0
0
0
0
0.002
0.229
0.497
0.679
0.785
0.823
0.793
0.688
0.501
0.230
0.016
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.078
0.319
0.663
0.828
0.880
0.867
0.790
0.620
0.347
0.044
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.174
0.504
0.734
0.847
0.878
0.846
0.745
0.569
0.294
0.030
0
0
0
0
0
0
0
0
0
0
0
0
0
0.001
0.313
0.582
0.756
0.857
0.890
0.851
0.712
0.496
0.306
0.039
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.207
0.491
0.521
0.498
0.380
0.518
0.679
0.497
0.227
0.021
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.270
0.555
0.730
0.811
0.882
0.862
0.768
0.596
0.332
0.053
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.101
0.252
0.434
0.686
0.830
0.806
0.693
0.508
0.253
0.031
0
0
0
0
0
0
0
0
0
0
0
0
0
0.002
0.272
0.542
0.728
0.831
0.866
0.834
0.734
0.558
0.289
0.024
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.107
0.262
0.385
0.476
0.518
0.581
0.539
0.387
0.182
0.029
0
0
0
0
0
0
0
0
0
0
0
0
0
0.003
0.182
0.366
0.491
0.533
0.446
0.328
0.246
0.166
0.075
0.004
0
0
0
0
0
0
0
0
0
0
0
0
0
0.002
0.330
0.605
0.781
0.876
0.900
0.883
0.755
0.580
0.314
0.035
0
0
0
0
0
0
0
0
0
0
0
0
0
0.005
0.147
0.320
0.520
0.560
0.512
0.433
0.368
0.302
0.179
0.031
0
0
0
0
0
0
0
0
0
0
0
0
0
0.002
0.167
0.558
0.757
0.851
0.846
0.758
0.507
0.249
0.080
0.007
0
0
0
0
0
0
0
0
0
0
0
0
0
0.004
0.149
0.358
0.637
0.833
0.869
0.638
0.352
0.203
0.117
0.012
0
0
0
0
0
0
0
0
0
0
0
0
0
0.004
0.149
0.366
0.567
0.705
0.788
0.811
0.726
0.580
0.367
0.062
0
0
0
0
0
0
0
0
0
0
0
0
0
0.015
0.325
0.588
0.767
0.865
0.895
0.864
0.686
0.247
0.083
0.014
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.065
0.191
0.413
0.551
0.594
0.556
0.464
0.333
0.162
0.024
0
0
0
0
0
0
0
0
0
0
0
0
0
0.020
0.356
0.648
0.829
0.900
0.900
0.900
0.847
0.680
0.430
0.107
0
0
0
0
0
0
0
0
0
0
0
0
0
0.035
0.409
0.657
0.830
0.900
0.900
0.900
0.837
0.667
0.417
0.071
0
0
0
0
0
0
0
0
0
0
0
0
0
0.009
0.167
0.409
0.586
0.694
0.774
0.714
0.547
0.362
0.183
0.027
0
0
0
0
0
0
0
0
0
0
0
0
0
0.005
0.121
0.347
0.549
0.655
0.723
0.698
0.618
0.506
0.325
0.082
0
0
0
0
0
0
0
0
0
0
0
0
0
0.043
0.405
0.652
0.819
0.900
0.900
0.900
0.828
0.670
0.434
0.124
0
0
0
0
0
0
0
0
0
0
0
0
0
0.047
0.392
0.634
0.802
0.894
0.900
0.893
0.803
0.647
0.416
0.118
0
0
0
0
0
0
0
0
0
0
0
0
0
0.028
0.260
0.487
0.665
0.756
0.781
0.720
0.632
0.536
0.290
0.046
0
0
0
0
0
0
0
0
0
0
0
0
0
0.004
0.068
0.174
0.292
0.389
0.445
0.440
0.372
0.256
0.142
0.035
0
0
0
0
0
0
0
0
0
0
0
0
0
0.031
0.316
0.563
0.736
0.836
0.875
0.850
0.746
0.559
0.301
0.072
0
0
0
0
0
0
0
0
0
0
0
0
0
0.016
0.150
0.353
0.483
0.542
0.486
0.409
0.342
0.268
0.149
0.034
0
0
0
0
0
0
0
0
0
0
0
0
0
0.004
0.072
0.186
0.291
0.329
0.317
0.279
0.236
0.168
0.092
0.021
0
0
0
0
0
0
0
0
0
0
0
0
0
0.034
0.283
0.535
0.649
0.534
0.483
0.432
0.325
0.259
0.161
0.050
0
0
0
0
0
0
0
0
0
0
0
0
0
0.054
0.352
0.597
0.763
0.861
0.895
0.870
0.785
0.634
